Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_headquarters_city,same_location,company_age,python_yn,R_yn,spark_yn,aws_yn,excel_yn
Data Scientist,$100K-$190K (Glassdoor est.),"Experience : 2+ years

What will you do:
Should have working knowledge of relational Database designs (SQL Server, MySQL, Oracle).
Should have knowledge of Queue management systems (Redis, MSMQ, RabitMQ etc).
Should have knowledge of SQL query, Stored Procedures, Functions.
Should have knowledge of No SQL will be an added advantage.
Shall analyze, define and document system requirements for data, workflow, logical processes, interfaces with other systems, auditing, reporting requirements and production configuration.
Shall write and maintain functional and technical specifications.
Shall create scripts and packages for data integration, data maintenance or bug fixes.
Shall analyze code for problem resolution and performance optimizations.
Shall write SQL statement for ad-hoc report generation.

What we can offer

Are a young organization and the workplace is an extension of our families back home
Mondays and Fridays have the same effect on us
Value positive vibes, honesty, sense of judgment, empathy and self-motivation
Believe in experimentation and don't think of new things as daunting enough to take up at any point in time
Are looking for driven and focused individuals
Will be more than happy to hear from you

We want to hear from you
Why don't go ahead and send us a video clip of yourself, giving us a creative brief of who you really are.Once you're done with that, [email protected] :).",-1.0,big tree,Mumbai,"Großostheim, Germany",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,100,190,145.0,big tree,Großostheim,0,-1,0,0,0,0,0
DATA SCIENTIST,$43K-$80K (Glassdoor est.),"Profile Brief/ Responsibilities
Keep up-to-date with latest technology trends.
Work closely with Project/Business/Research teams for identifying the best model for a given problem
Research and build highly efficient and state-of-the art models
Selecting features, building and optimizing models using machine learning techniques.
Requirements
2-5 years of relevant industrial experience in Machine Learning and Deep Learning with: Strong working knowledge in Python, C, C++, Linux.
Excellent understanding of Machine Learning Techniques and Algorithms.
Excellent understanding of Text Analytics concepts and methodologies - Named Entity Recognition, Text Classification, Event Detection, Sentiment Analysis, POS Tagging, Bag of Words.
Hands-on experience with Neural Networks (CNN/, RNN,/ DNN, /BNN,/LSTM, SSD, etc), Support Vector Machine, Conditional Random Field etc.
Experience with GPU/DSP/ISP/SoC architecture and system software
Python, Tensorflow/Caffe/CUDA/Keras
Ability to see big picture, think innovative and suggest out of box solutions.
Ability to write high performance structured code.
Exposure to recent developments in Deep Learning domain",4.3,"Innefu Labs Pvt. Ltd.
4.3",New Delhi,"New Delhi, India",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,43,80,61.5,"Innefu Labs Pvt. Ltd.
",New Delhi,1,10,1,0,0,0,1
Data Scientist,$17-$24 Per Hour(Glassdoor est.),"Job Description :
3+ years of experience as a Data Scientist in delivering building complex ML models and delivering key business insights and metrics for financial or product organizations
One or more analytic software tools or languages (e.g., R, Python, Hadoop)
Experience in applied analytics, descriptive statistics, and predictive analytics on industrial datasets
Demonstrated in modeling techniques, Predictive modeling, Supervised learning, Unsupervised learning, Machine Learning, Statistical Modeling
Experienced in working with large data sets, with big data processing tools like MapReduce, Spark, Hive, etc.
Experience with cloud service providers like AWS, GCP, Azure.
Understanding of how to apply predictive and machine learning techniques like logistic regression, random forest, GBM, Neural Nets, SVM etc is required
Additional Responsibilities
Work with business teams to understand the analytical products/platform being used, asks and identify opportunities to re-design using scalable open-source big data technologies
Work with large datasets to investigate key business trends, behaviours, and metrics
Develop, build and train machine learning models using a wide range of machine learning tools
Key Job Attributes :


Data Science
Data Scientist
Machine learning
Python
Hadoop

Educational Qualifications :


B.E/B.Tech

Key Skills :


Machine learning
Statistical modelling
Python
Predictive modeling
Mapreduce
Big data

Contact Details :


Email Id : anbu@handigital.com",3.6,"Han Digital Solution
3.6",New Delhi,"Bengaluru, India",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,1,0,17,24,20.5,"Han Digital Solution
",Bengaluru,0,-1,1,0,1,1,0
Tech Lead - Data Scientist (NLP),$91K-$149K (Glassdoor est.),"AI team at Ultria is working on state of the art Natural Language Processing technologies including document structure detection, domain specific neural embeddings, deep neural network architectures for extraction and classification tasks etc. We are looking for a passionate data scientist to develop new statistical models for delivering high-quality NLP products.

RESPONSIBILITIES:
Identify new opportunities to apply Machine Learning to different parts of the product
Develop advanced algorithms to solve problems of high dimensionality in a computationally efficient and statistically effective manner
Have responsibility for the creation and development of our Text Analytics strategy and software
Take end to end ownership of Machine Learning products
Partner with other teams such as Data, Design and Product to collaborate on projects across the company
Work with the engineering management team to develop new initiatives and improve existing processes across the entire engineering team
Implement small and large scale projects in Advanced Analytics to help derive business insights for measurable success
Evaluate emerging datasets and technologies that may contribute to our products
Requirements
3 -7 years of strong Python development experience
3+ years of experience in Machine Learning/Deep Learning, specifically in NLP and text analytics domain including:
Extracting, cleaning and embedding text data
Text classification
Entity extraction/NER
Text summarization
Similarity and sentiment analysis
Topic modelling
Research experience in machine learning or natural language processing
Experience in deploying ML projects in production environment
Strong statistical analysis skills and demonstrated experience in deriving insights from unstructured data
Ability to run experiments scientifically and analyze results
Good understanding of ML tools/libraries like: Tensorflow, Keras, Pandas, Spacy, Pytorch, NLTK, SkLearn etc
Knowledge of big data technologies like Hadoop, Hive, Scala or Spark is preferred
Strong collaborative mindset
Excellent critical thinking and problem solving skills
Benefits

About Ultria

Ultria offers end-to-end, SaaS-deployed, Contract Lifecycle Management solution for the Enterprise—Ultria CLM. It is a market-proven solution with a legacy of successful deployments over more than seven years. With a workflow based authoring and approval tool, and a comprehensive repository of contracts and clauses, Ultria CLM helps companies across the spectrum derive greater value from their contracts. By connecting with eSignature and CRM solutions, Ultria CLM seamlessly streamlines the quote to contract conversion process. Its post-signoff contract management capabilities empower the enterprise to extract the maximum value out of contracts, mitigate risks, and ensure regulatory compliance.

Our Products are built around an intuitive user experience, leveraging a comprehensive knowledge base, robust Artificial Intelligence technology, encapsulates industry's best-of-breed processes and methodologies.

Several of Fortune 500 companies have chosen Ultria solutions for the following reasons:
In-depth industry and domain expertise with a robust implementation methodology
Ability to ensure semantic and structural data integrity and quality
End-to-end solution for Data Governance renowned by leading market Analysts
To know more, you can visit our website: www.ultria.com",4.0,"Ultria
4.0",Bengaluru,"Princeton, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,91,149,120.0,"Ultria
",Princeton,0,-1,1,0,1,0,1
Data Scientist,$42K-$82K (Glassdoor est.),"About Company:
Casepoint provides full eDiscovery capabilities through a powerful, secure, cloud-based platform. We are repeatedly chosen by leading law firms and multinational corporations for their largest matters. On an upward trajectory for almost a decade, Casepoint is looking to expand its team globally. Team cooperation, work hard, play hard attitude, open communication, and kindness mark Casepoints culture.
Job Description
We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products
Key job responsibilities:
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending companys data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Required skills & experience
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Logistic Regression (LR), Linear Discriminant Analysis (LDA), K-Nearest Neighbors (KNN), Classification and Regression Trees (CART), Gaussian Naive Bayes (NB), Support Vector Machines (SVM).
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc. Excellence in at least one of these is highly desirableX
Great communication skills
Experience with data visualization tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
Compensation & culture:
Excellent culture produces an excellent product. We value our team members, so we provide a nurturing environment of camaraderie. We recognize talent with competitive compensation and career empowerment.
Location: Surat, India",3.5,"Casepoint Pvt. Ltd
3.5",Surat,"Washington, DC",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,42,82,62.0,"Casepoint Pvt. Ltd
",Washington,0,14,0,0,0,0,1
Data Scientist,$116K-$185K (Glassdoor est.),"Location
Powai, Mumbai
Experience
5+ years
Education
BE/B.Tech
Type
Regular/Full time
Roles and Responsibilities

Identify valuable data sources and automate collection processes
Undertake reprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams

Desired skills and experience

Deep experience in machine learning
Excellent skills in Python
Exposure to advanced deep learning techniques such as LSTM, CNN, Dense neural networks as well as neural networks design and implementation through tools like tensorflow/keras/pytorch/deep AI or equivalent
Experience of working in multiple text mining / NLP solution
Should have experience of deploying and putting into production ML based solution
Should have at-least 1 end-to-end ML project experience
Must possess experience in Python
Experience: 5+ years",3.7,"NSEIT
3.7",Maharashtra,"Mumbai, India",1001 to 5000 employees,1999,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,116,185,150.5,"NSEIT
",Mumbai,0,21,1,0,0,0,1
Data Scientist,$59K-$116K (Glassdoor est.),"Help us improve access to life-changing therapies that can transform human health

We are Cytiva, a global provider of technologies and services that advance and accelerate the development and manufacture of therapeutics. Formerly part of GE Healthcare, we have a rich heritage tracing back hundreds of years, and a fresh beginning since 2020.

Our customers undertake life-saving activities. These range from fundamental biological research to developing innovative vaccines, biologic drugs, and novel cell and gene therapies. Our job is to supply the tools and services - the pots, pans, soups and sauces - they need to work better, faster and safer, leading to better patient outcomes.

What youll do

The candidate will be working with multiple teams & functions for data collation, data deep dives and analytical story building. The individual will be responsible for communicating insights from available data sources to Marketing & Commercial teams. The individual must have strong experience of using a variety of data mining/data analysis methods & tools, building and implementing models, using/developing algorithms and creating/running simulations. We are looking for solid communication and presentation skills in this role.
Mine and analyze data from databases to drive the optimization and improvement of marketing techniques and business strategies.
Program management of critical Advanced Analytics programs (incl Forecasting, Targeting and Propensity models, etc.)
Use predictive & prescriptive modeling to increase and optimize customer experiences, revenue generation, marketing initiatives and other business outcomes.
Processing, cleansing, and verifying the integrity of data used for analysis.
Being a key contributor / influencer to strategic marketing plans
Clear communication with stakeholders: help our business understand in a very simple manner what we are doing, how we are going to do it (per project and more conceptually) raising awareness of the fundamentals and details of data science.
Who you are
Masters Degree in Marketing, Business Administration or Statistics/Economics or equivalent
4 - 5 years experience in Analytics
Well versed with Statistical tools (eg R / SAS / Python, etc) and techniques feeding into advanced predictive & prescriptive analytics.
Knowledge of a variety of machine learning techniques (statistical tests, regressions, clustering, decision trees, artificial neural network, etc) and experience in their application and output interpretation.
Knowledge on classification, prediction, optimization, clustering and market basket analysis models.
Working experience with visualization tools incl Spotfire / Tableau / Qlikview / Power BI
Well versed with Digital Analytics and understanding digital & web data.
Co-ordinate with different functional teams to implement models and monitor outcomes.
Excellent English oral and written communications skills.
Desirable Experience
Background in biopharma, pharma, life sciences or healthcare industry.
Experience of working in Marketing & Commercial teams.
Experience / knowledge of working with databases & data architecture.
Ability to influence and make recommendations at all levels of the company
Excellent project management skills able to lead and manage complex matrix teams
Experience working in a dynamic and horizontal team environment.
High energy, works proactively and demonstrates flexibility in approach to changing priorities.
Team oriented ability work well with diverse, cross-functional teams
What to expect as a career path in this role

This individual will grow as an Advanced Analytics professional along with a) core exposure in the

analytics industry & b) business and domain knowledge of the BioPharma industry.
Who we are

Whatever your role, we bring purpose and challenge into our everyday work. If you are driven to make the world a better place thanks to science and medicine, youll feel right at home here. If youre flexible, curious and relentless, youll belong. If you are excited about a global culture, this can be the place to further your career.

Want to know more? Experience life at Cytiva on our Careers website, Instagram channel and LinkedIn page!

Cytiva is a 3.3 billion USD global life sciences leader with nearly 7000 associates across 40 countries who are dedicated to our mission to advance and accelerate therapeutics. As a trusted partner to customers that range in scale and scope, Cytiva brings efficiencies to research and manufacturing workflows, ensuring the development, manufacture and delivery of transformative medicines to patients.

Cytiva is part of the Danaher family of companies, a global science and technology innovator committed to helping customers solve complex challenges and improving quality of life around the world.

Danaher Corporation and all Danaher Companies are equal opportunity employers that evaluate qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity, or other characteristics protected by law. The EEO is the Law poster is available here.",-1.0,Cytiva,Bengaluru,"Vancouver, Canada",1 to 50 employees,-1,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,₹100 to ₹500 million (INR),-1,0,0,59,116,87.5,Cytiva,Vancouver,0,-1,1,0,0,0,1
Data Scientist,$48K-$95K (Glassdoor est.),"Location: Guntur or Mumbai.
Salary Rs. 60,000 to Rs 1,00,000 per month.
As a Data Scientist you will work with huge datasets, troubleshooting challenging issues with machine learning, programming and analytical techniques.

Requirements:
Strong C/C++ or Java skillsExperience building and deploying real world machine learning applications in a production environment
Previous experience of large datasets
Excellent mathematical skills
Degree educated in Computer Science or related subject

Desirable: MSc Maths, Deep Learning, HPC/GPU experience in the context of machine learning, KDB, Python, Unix, Machine Learning Frameworks
Visualization Tools: SAS VA, TABLEAU, SAP FIORI

Send your resume with cover letter to hr@coveventure.com",-1.0,Cove Venture,Guntur,"Scottsdale, AZ",51 to 200 employees,-1,Company - Private,Real Estate,Real Estate,₹100 to ₹500 million (INR),-1,0,0,48,95,71.5,Cove Venture,Scottsdale,0,-1,1,0,0,0,1
Data Scientist,$31K-$72K (Glassdoor est.),"Responsibilities
Â· Selecting features, building and optimizing classifiers using machine learning techniques
Â· Data mining using state-of-the-art methods
Â· Extending companyâ€™s data with third party sources of information when needed
Â· Enhancing data collection procedures to include information that is relevant for building analytic systems
Â· Processing, cleansing, and verifying the integrity of data used for analysis
Â· Doing ad-hoc analysis and presenting results in a clear manner
Â· Creating automated anomaly detection systems and constant tracking of its performance

Â· Closely working with Maritime AnalystsÂ
Skills and Qualifications
Â· Excellent understanding of algorithms, SVM, Decision Forests, etc.
Â· Good scripting and programming skills in Python, Tableau and MS Excel
Â· Proficiency in SQL
Â· Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Â· Good communication skills
00-3.00 Years
Bachelor of Science (B.Sc), Post Graduate Programme in Management for Executives (PGPX), Masters in Technology (M.Tech/M.E/M.Sc), Master OF Business Administration (M.B.A), Bachelor Of Technology (B.Tech/B.E), PGDM, Master of Commerce (M.Com), Masters in Arts (M.A), Bachelor of Commerce (B.Com), Master in Computer Application (M.C.A)",-1.0,Wade Maritime Consultants Private Limited,Chandigarh,-1,-1,-1,-1,-1,-1,-1,-1,0,0,31,72,51.5,Wade Maritime Consultants Private Limited,-1,0,-1,1,0,0,0,1
Data Scientist,$105K-$198K (Glassdoor est.),"Primary Responsibilities:
This project requires a data scientist to build a python-based classification model prototype that analyses raw data files and establishes output data ranges across dimensions.
This data model will deliver analytical results indicating type based on the inputted data.
This model should run on all new samples received in our cloud, accepting payloads and outputting staged-output scores. Outputs will be appended to existing record for review, analysis, and reporting.
Sample data is currently in an AWS cloud which is where your model will reside and be deployed. Upon completion, the deployed model will automatically ingest, process new data samples received through a web app and stored in an AWS DB, outputting classification results. Results will classify/stratify into groups of cohorts.
Specific Responsibilities:
Build, develop, and deliver core model in AWS infrastructure (EC2 (preferred), Sagemaker, Lambda, etc)
Configure necessary AWS infrastructure to support the model
Model must be deployed in AWS environment
Model must process payloads and produce scores saved for reporting and access
Daily or every-other-day check-ins to discuss updates, progress, challenges, and results
Knowledge/Skills/Abilities:
3-5 years of work experience.
Good understanding of how machine learning, deep learning and A.I. algorithms work
A person experienced in performing data analysis and model development for data set related to spectroscopy / chemo-metrics or similar will be an added advantage
Extensive experience in model serving and workflow tools to enable rapid and reliable ML experimentation at scale.
Practical cloud computing experience with AWS technologies utilizing infrastructure as code methodologies to create high performance and data intensive platforms.
Programming skills in Python, R, SQL programming with the ability to quickly create prototype and debug solutions on Cloud Native / Linux /embedded platforms.
More information will be provided to the successful applicant.

Job Type: Contract

Salary: ₹400,000.00 to ₹500,000.00 /year

Experience:
Software Development: 2 years (Preferred)
Education:
Bachelor's (Required)
Benefits:
None
Work Remotely:
Temporarily due to COVID-19",-1.0,"BreathX Technologies Inc, ( Canary Health Technologies)",Pune,-1,-1,-1,-1,-1,-1,-1,-1,0,0,105,198,151.5,"BreathX Technologies Inc, ( Canary Health Technologies)",-1,0,-1,1,0,0,1,0
Data Scientist,$55K-$100K (Glassdoor est.),"We are hiring for Data Scientist/Data Engineer/Data processor
Candidate must have worked on large set of data.
Candidate must have worked on either scala/python and used apache,spark
Thanks & Regards
Sandeep Kaur
HR Executive
9877730843
Job Type: Full-time
Experience:
4: 1 year (Preferred)",-1.0,spineor webservices Pvt Ltd Mohali,SAS Nagar,-1,-1,-1,-1,-1,-1,-1,-1,0,0,55,100,77.5,spineor webservices Pvt Ltd Mohali,-1,0,-1,1,0,1,0,0
Data Scientist,$98K-$182K (Glassdoor est.),"Job ID: JDS01

As a Data Scientist, you will work to resolve ambiguity with data, play a crucial role in the iteration and optimization solutions, and support data-driven decision-making across the organization.

ROLE RESPONSIBILITIES
Tasked with solving a real-life business problem that requires a processing/analyzing large amounts of data and handling a variety of data sources.
Take ownership of successful completion for the end to end life cycle and implementation.
Proactively investigate, report, and where possible, address data quality issues.
S
Can envision & implement the optimal analytics technique/approach required for the problem.
Ability to work and execute projects on both structured and unstructured data in a big data environment.
Ability to work across geographies and interact with global stakeholders.
Ability to coordinate and work within multiple business units from a project management perspective.
Prior experience working in Agile methodologies/JIRA would be a plus.
MINIMUM REQUIREMENTS
BS/BE in Computer Sciences, Math, Statistics, or related field. Masters preferred.
An expert in at least one of the machine learning frameworks - Keras, Tensorflow, PyTorch, etc, as well as programming, visualization, and statistical tools such as R, JMP, SAS, Tableau, Python, Perl, Java/C++
Minimum of 4+ years of experience in data, advanced analytics, data science, and business intelligence.
Proficient in SQL and experience with efficient processing of large data sets. Ability to write sophisticated and optimized queries against large databases.
Proficient in Python ML libraries, Hadoop/Redshift/BigQuery.
Experience in the Ad-Tech industry is a must.
OTHER INFORMATION

Join a fun and lively young Startup based in Dubai Silicon Oasis (while operating from Noida, India). Boost your experience and learn about the different types on Online AdTech environments and models. Show your skills and potentially become a pillar of our fast-growing team.Jubna offers an Attractive compensation, Health Insurance, Travel Allowance.
Some travel to Dubai, UAE is required (10%)",-1.0,Jubna,Noida,"Dubai, United Arab Emirates",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,98,182,140.0,Jubna,Dubai,0,-1,1,0,0,0,0
Data Scientist,$73K-$124K (Glassdoor est.),"Editorialist YX’s mission is to provide the most personalized online shopping experience in the world. Our highly client-centric approach uses deep data to take the infinite array of luxury goods available for sale online and to recommend the perfect product based on our clients’ lifestyles, preferences, and wardrobes. We define a luxury experience as one that is super-personalized. Editorialist YX fuses personal styling, content, and shopping in one seamless digital experience driven by proprietary technology, e-commerce tools, and luxury fashion content.

Editorialist YX is looking for a Data Scientist. We are a startup with amazing perks. As part of this role, you would be joining a small focused team that solves hard data science problems. You will be responsible for building machine learning models at scale.
Responsibilities
Collect, clean and analyze data from diverse streams of structured & unstructured data
Extract meaningful insights from data and present it to various stakeholders
Work on end-to-end data science lifecycle: from building proof-of concept models to production-ready models & work with engineers to deploy them to production
Build models that improve accuracy of various processes within our pipeline
Build models to improve search ranking and relevance
Work cross-functionally across different teams to understand business requirements, needs of our audience and that of our clients.
Write elegant machine learning and data analysis code in Python
Build other models including personalization & deep learning models
Be a champion of data driven culture in the company
Requirements
Bachelor’s degree in statistics or data science or related.
2+ years experience as a data scientist or machine learning engineer
Experience in python, SQL
Strong knowledge of mathematics, statistics, probability and machine learning
Experience in spark, hadoop, keras, tensorflow is a big plus
Ability to explain complex concepts in simple terms
High Energy/Startup Mindset
Excellent communication (English) and presentation skills
Willingness to learn
Excellent Team Player
Please submit a cover letter along with your resume.",3.4,"Project YX
3.4",Gurgaon,"Santa Cruz, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,73,124,98.5,"Project YX
",Santa Cruz,0,-1,1,0,1,0,1
Data Scientist,Employer Provided Salary:$200K-$250K,"Job ID
R10004765

Location

Mumbai, Maharashtra, India

Business
Star

Date posted
Nov. 21, 2019
Job Summary:


OVERVIEW OF THE COMPANY

StarStar India has defined the Indian media landscape for over two decades and today is one of the country’s leading media conglomerates, reaching approximately 650 million viewers a month across India and more than 100 other countries. Star generates 20,000 hours of content every year and broadcasts 40+ channels in 8 different languages, reaching 9 out of 10 C&S TV homes in India. The network’s entertainment channel portfolio includes Star Gold, Channel V, Star World, Star Movies, Star Utsav, Life OK, Movies OK and Star Plus, India's No. 1 Hindi General Entertainment Channel. It has a leading presence in regional broadcasting as well, through a bouquet of affiliate channels which includes Star Jalsha, Jalsha Movies, Star Pravah, Asianet, Asianet Plus, Suvarna, Suvarna Plus, Vijay and now Maa. It is also present in the Indian movie production and distribution space through Fox Star Studios, an affiliate joint venture company.
JOB DESCRIPTION


KEY RESPONSIBILITIES :
Using techniques from supervised and unsupervised machine learning, statistical analysis and predictive modelling to deliver business insights to business units based on data
Working directly with internal customers to educate them on “moving beyond BI” and training their internal resources to execute advanced forms of analytics
Creating reusable implementations of statistical tests and models using cutting edge technologies
Working with the academic and business community to develop new techniques and to contribute to research in the area of advanced analytics in media
Assisting in engagement management, requirements definition, project scoping, timeline management, and results documentation to ensure professional relationship management
PERFORMANCE MEASURES :
As per role KPIs
QUALIFICATION :
2-8 Years plus post qualification
Degree in computer science with a machine learning focus (other technical degrees also accepted e.g. applied mathematics, statistics, physics, operations research). PhD will be desirable.
KNOWLEDGE AND SKILLS :
Advanced knowledge of statistical and machine learning methods, particularly in the areas of modelling and business analytics
Strong programming skills
Experience with statistical languages and packages, such as R, SAS, Mat-Lab, and/or Mahout
Experience working with relational databases and/or distributed computing platforms, and their query interfaces, such as SQL, MapReduce and Hive.
Experience with additional programming languages, such as Python, Java, and C/C++.
Excellent written and verbal communications skills, with a proven ability to translate complex methodologies and analytical results to higher-level business insights and key take-away
A proven passion for generating insights from data, with a strong familiarity with the higher-level trends in data growth, open-source platforms, and public data sets.
Experience working hands-on with large-scale data sets
Familiarity with visualization software and techniques (including Tableau), and business intelligence (BI) software, such as Micro-strategy, Cognos, Pentaho, etc.
PERSONAL ATTRIBUTES :
Creative, gritty, driven by curiosity and comfortable with failure
Strong Data intuition: Talent to identify and visualize patterns
Multi Modal Communication skills
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, disability, protected veteran status, or any other characteristic protected by law. We will consider for employment qualified applicants with criminal histories consistent with applicable law.

About Star:


Star India has defined the Indian media landscape for over two decades and today is one of the country’s leading media conglomerates, reaching approximately 650 million viewers a month across India and more than 100 other countries. Star generates 20,000 hours of content every year and broadcasts 40+ channels in 8 different languages, reaching 9 out of 10 C&S TV homes in India. The network’s entertainment channel portfolio includes Star Gold, Channel V, Star World, Star Movies, Star Utsav, Life OK, Movies OK and Star Plus, India's No. 1 Hindi General Entertainment Channel. It has a leading presence in regional broadcasting as well, through a bouquet of affiliate channels which includes Star Jalsha, Jalsha Movies, Star Pravah, Asianet, Asianet Plus, Suvarna, Suvarna Plus, Vijay and now Maa. It is also present in the Indian movie production and distribution space through Fox Star Studios, an affiliate joint venture company.

About The Walt Disney Company:


The Walt Disney Company, together with its subsidiaries and affiliates, is a leading diversified international family entertainment and media enterprise with the following business segments: media networks, parks and resorts, studio entertainment, consumer products and interactive media. From humble beginnings as a cartoon studio in the 1920s to its preeminent name in the entertainment industry today, Disney proudly continues its legacy of creating world-class stories and experiences for every member of the family. Disney’s stories, characters and experiences reach consumers and guests from every corner of the globe. With operations in more than 40 countries, our employees and cast members work together to create entertainment experiences that are both universally and locally cherished.
This position is with Star, which is part of a business segment we call Star.",3.6,"Star
3.6",Mumbai,"ALESSANDRIA, Italy",51 to 200 employees,-1,Company - Private,-1,-1,₹1 to ₹5 billion (INR),-1,0,1,200,250,225.0,"Star
",ALESSANDRIA,0,-1,1,1,0,0,1
Data Scientist,$21-$34 Per Hour(Glassdoor est.),"Your Profile
Will demonstrate cross functional interactions with big data engineering, product and reporting teams.
Work on building intelligence to solve business problems on customer engagement & customer experience across BookMyShow applications.
Will Perform data analysis by integrating different data sources
Will participate and add value throughout data lifecycle - data capturing, model inputs, format and API handshake required
Will develop deployable models that can be integrated with production systems
Should understand business and customer challenges and create models to support decision making
Will be developing advanced statistical models, machine learning methods, data mining ,HDFS MR jobs, Big data streaming, deploying high-end real time solutions,analysing and reporting on various datasets.
Your Checklist
Passionate about everything around data
Understanding business problems and addressing them by leveraging BIG data
Ability to communicate data models in a clear and precise manner
Building predictive statistics, user behaviour models, supervised & unsupervised machine learning.
Programming ability using R/Octave/Python or equivalent tools
Hands on SQL experience
Experience with Map Reduce , Apache streaming, HDFS and NoSQL is a plus.
Working knowledge of technology stack - HDFS, Spark, Flink, NoSQL, AWS, Docker
3 - 6 years of relevant experience.
Prior expereince of digital analytics/ fraud analytics/ forecast and personalisation is a must.
Statistics majors or equivalent in Operations Research, Applied Mathematics, Physics, Computer science is a MUST.",3.6,"BookMyShow
3.6",Mumbai,"Mumbai, India",1001 to 5000 employees,2007,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,1,0,21,34,27.5,"BookMyShow
",Mumbai,1,13,1,0,1,1,0
