Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,-1,"AppZen delivers the world’s leading AI platform for modern finance teams. Starting with business spend, we automate manual process, uncover problems, and optimize decision making for enterprises around the globe, including one-fourth of the Fortune 500. Our platform combines patented deep learning, computer vision, and semantic analysis with intelligence from thousands of online data sources to understand financial transactions in business context and make decisions before those transactions happen. AppZen is a must have for CFOs and their teams to reduce spend, achieve compliance, and streamline process.

We’ve taken off this year! Since we released our platform in 2016, over 1,500 enterprises have standardized on AppZen, including three of the top ten banks, four of the top ten media companies, three of the top ten pharmaceutical manufacturers, two of the top five aerospace companies, and five of the top ten software providers. We were a Gartner Cool Vendor last year, have been recognized as one of the fastest-growing technology companies in the market, and we just announced $50 million in Series C funding.

We are looking for a Data Scientist to come and work on our growing AI stack. You will be working with a team of highly skilled and motivated data scientists and machine learning engineers. If you are excited about natural language understanding and machine translation, AppZen is the right place for you to apply and grow your skills.

Must-Have:
Solid understanding of machine learning fundamentals, and familiar with standard algorithms and techniques.
Ability to analyze a wide variety of data: structured and unstructured, observational and experimental, to drive system designs and product implementations.
Expert knowledge of a statistical computing language such as Python or R Knowledge of probability and statistics, including experimental design, predictive modeling, optimization, and causal inference Experience in design and deployment of real-world, large-scale, user-facing systems.
Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
Manage your own process: identify and execute on high impact projects, triage external requests, and make sure you bring projects to conclusion in time for the results to be useful.
Excellent written and verbal technical communication skills; communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions.
M.Sc. or M.E. or M.Tech in Computer Science, Engineering, Statistics, or other relevant technical fieldMust have 4-6 years of industry experience.
Able to work onsite in Pune, IN
You are a team player
Come as you are, we do not discriminate! We celebrate, support, and thrive upon our diverse customer and employee base.",3.5,"AppZen
3.5",Pune,"San Jose, CA",201 to 500 employees,2012,Company - Private,Financial Transaction Processing,Finance,₹500 million to ₹1 billion (INR),-1
Data Scientist,-1,"As a Data Scientist at Noodle.ai, you will collaborate with our Enterprise Services team,Software Engineers, Designers, and industry-specific experts from our customers. You willvbuild a deep understanding of the business problems our customers are tackling and then develop, test, and deploy advanced machine learning algorithms. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the algorithms, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.

Job responsibilities:
Implement a breadth of different modeling approaches/ techniques in machine learning
Manipulate and prepare large, heterogeneous data sets to support advanced analytics
Iteratively conceptualize, design and build data-driven analytical models
Develop processes and tools to monitor and analyze model performance and data accuracy
Translate deep mathematical concepts and practices into language that non-experts can understand and build upon. And conversely, translate business needs and user needs into language and concepts that other data scientists can understand and work with.
Productionalizing machine learning code and interfacing with industry standardmsoftware systems
Understand and manipulate unstructured data from different platforms.
Demonstrate proficiency at real-world modeling problems/DS problems - getting to a result that demonstrably generate business value
Qualifications:
Required:

Graduate degree in a relevant field (Computer Science, Operations Research, Statistics, Applied Math...) or Bachelors degree and 2-4 years applying advanced AI techniques to real-world problems

Good to have:
4 years of experience applying advanced AI techniques to real-world problems
Experience tackling data science problems characterized as high-dimension, low sample size (i.e., lots of potentially predictive features and highly diverse but low quality or highly sparse data.)
Knowledge & understanding of a functional area of focus (i.e. Experience applying advanced analytics to supply chain optimization, demand forecasting, and/or revenue management)
Knowledge & understanding of an industry area of focus (i.e. retail, manufacturing,CPG, 3PL, travel...)
Skills and Competencies:
Experience with common analysis tools (SQL, R, and Python).
Demonstrable familiarity with code and programming concepts.
Knowledge of Spark and/or Hadoop
Knowledge of machine learning areas and techniques - Supervised machine learning,Unsupervised machine learning, Time series, Natural language processing, Outlier detection, Computer vision, Recommendation engines, Survival analysis,
Reinforcement learning, and Adversarial learning
Knowledge of data visualization tools - ggplot, d3.js and Matplottlib, and Tableau
Strong problem solving skills with an emphasis on product development
Focus on delivering value and building lasting relationships through collaboration in an open and respectful working style
Passion for learning and a desire to grow",4.5,"Noodle.ai
4.5",Bengaluru,"San Francisco, CA",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1
Data Scientist,-1,"Machine Learning & AI - Bangalore, IN

Responsibilities

We are looking for a capable data scientist to join the Analytics team, reporting locally in India Bangalore. This person’s responsibilities include research, design and development of Machine Learning and Deep Learning algorithms to tackle a variety of Fraud oriented challenges. The data scientist will work closely with software engineers and program managers to deliver end-to-end products, including: data collection in big scale and analysis, exploring different algorithmic approaches, model development, assessment and validation – all the way through production.

Qualifications
At least 3 years of hands-on development of complex Machine Learning models using modern frameworks and tools, ideally Python based.
Solid understanding of statistics and applied mathematics
Creative thinker with a proven ability to tackle open problems and apply non-trivial solutions.
Experience in software development using Python, Java or a similar language.
Any Graduate or M.Sc. in Computer Science, Mathematics or equivalent, preferably in Machine Learning
Ability to write clean and concise code
Quick learner, independent, methodical, and detail oriented.
Team player, positive attitude, collaborative, good communication skills.
Dedicated, makes things happen.
Flexible, capable of making decisions in an ambiguous and changing environment.
Advantages:
Prior experience as a software developer or data engineer – advantage
Experience with Big data – advantage
Experience with Spark – big advantage
Experience with Deep Learning frameworks (PyTorch, TensorFlow, Keras) – advantage.
Experience in the Telecommunication domain and/or Fraud prevention - advantage",3.5,"Tomia
3.5",Bengaluru,"Vienna, VA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"Be part of a strong team of data scientists working on next generation of analytics platform in the domain of network monitoring and customer experience management.

The team will be a diverse team consisting of multi-disciplined experts from background like telecom, computer science, applied mathematics, statistics and machine learning.

Job requirements:
1 – 2 years of experience with Big Data technologies - Spark, Storm, Hive
1 years of hands-on experience with any statistical languages and packages (R, Matlab etc.)
Strong programming skills in any languages
Strong mathematical background, hands-on experience in statistical analysis, development of models
Knowledge of Machine Learning domain
Good written and oral communication
Ability to work independently as well as collaboratively within a team
Ph.D / Masters in computer science, applied mathematics, statistics or machine learning
Experience
3 – 6 yrs

Education
Ph.D / Masters

Location
Delhi NCR

Work-Type
Full Time

To apply send mail to hr@pinnacledigital.in with Job title as subject line",2.5,"Pinnacle Digital Analytics
2.5",New Delhi,"New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"About the Company

Meesho is India’s top reselling platform, used by more than 1 million resellers across the country. Resellers are small business owners and home entrepreneurs who sell stuff using Meesho, within their extended social circles. Meesho is reimagining e-commerce for India, and building a platform for the next 20 million entrepreneurs in the country.

Meesho is one of the fastest growing startups in the world, and is backed by top investors globally, including DST Global, YCombinator and Sequoia. You can read more about Meesho’s journey on TechCrunch.

About the role

As a data driven organisation with the core mission of empowering 20 million entrepreneurs throughout the country, Data scientists are an integral part of the Meesho team. You'll develop models and run experiments to infer insights from hard data that meaningfully impacts our 1Million+ resellers. From improving our product usability to identifying new growth opportunities data scientists help all teams within Meesho develop effective solutions.

Here are some of the problems you'll be working on: -

- Understanding reseller preferences to provide them with the most relevant products

- Modelling which resellers will be the most impacted by changes in our incentive structures

- Designing discount programs to help our resellers sell more

- Inferring insights from our existing data to identify new growth opportunities

- Designing experiments to improve usability across our product suite

- How can you help resellers better recognise end customer preferences to improve their revenue?

- Using data to identify bottlenecks that helps our suppliers meet their SLA requirements

- What frontend visualisations will best help category managers understand the current demand for products?

- Modelling seasonal demand to predict key organisational metrics

Mandatory Requirements:-
Bachelor’s Degree from a Tier 1 school (IIT, NIT, IIIT, BITS, DCE)
1-3 years of experience as a Data Scientist
Familiarity with concepts like Neural Networks, Machine Learning etc and tools like SQL, R, Python
Capabilities The ideal candidate for this role has:-
A good understanding of and belief in Meesho’s business model and product
Strong understanding of Statistics and Linear Algebra
Strong understanding of hypothesis/model testing and ability to identify common model testing errors like overfitting, underfitting, type I and type II errors
Experience designing and running A/B tests and drawing insights from them
Familiarity with Python or R, proficiency with SQL
Strong communication skills to explain your analysis
Bonus points We will prefer candidates who have:-
A Computer Science degree
Experience in working on personalization or other ML problems
Familiarity with Big Data tech stack like Apache Spark, Hadoop, Redshift",3.8,"Meesho
3.8",Bengaluru,"Bengaluru, India",501 to 1000 employees,2015,Company - Private,"Department, Clothing, & Shoe Shops",Retail,Unknown / Non-Applicable,"GlowRoad, Shop101, Wooplr"
Data Scientist,-1,"Experience : 3 – 8 Years

Location : India – Pune
Hands-on experience as a Data Scientist
Through understanding of Machine Learning and Statistical models
Experience in R and Python
Experience in one or more areas of predictive modelling, text mining, time series analysis and unsupervised learning methods
Innovative thinking in building complex learning models
Identify and extract interesting pattern from structured and unstructured data
Experience in building state of the art solutions with structured, semi structured and unstructured data
Collaborate with a cross-functional team including data scientists, business analysts and software engineers
Experience with machine learning frameworks e.g., Theano, KERAS,Tensorflow
Additional programming skills like Java and Scala would be a plus",3.4,"Nitor Infotech
3.4",Pune,"Pune, India",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist,-1,"What would a VISA/Mastercard payments network look like if designed ground up? Simpl is focused on re-imagining the payments stack that have not changed for decades . We believe that payments data, if harnessed the right way, can accelerate formal credit distribution in a market like India, while unlocking precision marketing opportunities.

Its first product is a micro credit based payment mode that provides greater than 99% success rate, instant refunds within seconds, tokenized security flow combined with the convenience of all the transactions getting added into a single bill, payable on the 1st and 16th of every month. To power our micro credit line, Simpl uses alternate data ( Multiple millions of data pings everyday) provided by merchants to underwrite users at internet scale.

Simpl was founded in 2015 by Nityanand Sharma and Chaitra Chidanand, and went live in 2016

Major responsibilities include:
· Helping to build production systems that take inputs from multiple models and make decisions in real time.
· Deliver ML / DL projects from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.
· Utilizing effectively data to work with terabytes of data.

Basic Qualifications

· Bachelors in quantitative field (Computer Science, Mathematics, Machine Learning, AI, Statistics, or equivalent)
· 4+ years of industry experience in predictive modeling, data science and analysis
· Previous experience in a ML or data scientist role and a track record of building ML or DL models
· Experience using Python and/or R
· Knowledge of SparkML
· Able to write production level code, which is well-written and explainable
· Experience using ML libraries, such as scikit-learn
· Experience working with GPUs to develop models
· Experience handling terabyte size datasets
· Track record of diving into data to discover hidden patterns
· Familiarity with using data visualization tools
· Knowledge and experience of writing and tuning SQL
· Past and current experience writing and speaking about complex technical concepts to broad audiences in a simplified format
· Experience giving data presentations
· Strong written and verbal communication skills",4.3,"Simpl
4.3",Bengaluru,"Bengaluru, India",51 to 200 employees,2015,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
Principal Data Scientist,-1,"Principal Data Scientist

Principal Data Scientist in Advanced Analytics for Real World Evidence and Clinical Outcomes will provide a high level of expertise in employing cutting-edge analytical & computational approaches to drive evidence-based pharmaceutical product development. He/She will provide scientific and technical leadership in machine learning and AI, and he/she will work closely with other disciplines across Sanofi including Business Units, Digital, R&D, Biostatistics, Information Technology Systems and other Data Science partners to deliver cutting edge analysis to key business questions. Examples of Advanced Analytics activities:
Machine/Deep Learning to elucidate disease trajectories, patient subtypes, define underdiagnosed conditions, and unmet health needs.
Create a framework for generating re-usable models and insights across big-data (e.g. EHRs, claims) and rich small data sets (e.g. clinical trials, imaging).
Generating insights by merging diverse data streams e.g. health, surveillance, trend data, sensor, imaging, …
Adoption of emerging technology into an analytical framework: distributed analytics, graph databases
People
Act as a subject matter expert in machine learning, statistical and/or modelling working on team projects and to advance internal capabilities by mentoring and advising junior colleagues.
Translate and appropriately champion advanced analytics results and capabilities to non-technical audiences.
Work with internal and external data scientists to scope and execute Advance Analytics projects.
Performance
Develop computational and statistical methodologies in Advanced Analytics for RWE & CO, - to be applied to pre-clinical, clinical trial, and complementary real-world information streams.
Maintain internal and external profile through contributions to congresses, publications, and external KOLs.
Provide expertise and execute advanced analytics for solving problems across R&D, Medical Affairs, HEVA and Market Access Strategies and Plans.
Process
Apply a broad array of capabilities spanning machine learning, statistics, mathematics, modelling, simulation, text-mining/NLP, data-mining to extract insights and be able to communicate and champion these efforts across the company.
Plan and deploy methodological standards, standardized processes, demos, and POCs for the company’s highest priority business needs.
Contribute to the design, development, and implementation of Sanofi’s data science architecture and ecosystem to guide decision-making and building foundational capabilities
Required Skills & Experiences:
High level proficiency in at least two or more technical or analytical languages (R, Python, etc..).
Extensive experience with advanced ML techniques (neural networks/deep learning, reinforcement learning, SVM, PCA, etc.).
An ability to interact with a variety of large-scale data structures e.g. HDFS, SQL, noSQL
Experience working across multiple environments (e.g. AWS, GCP, Linux) for optimizing compute and big data handling requirements.
Experience with any of the following: biomedical data types/population health data/real world data/novel data streams relevant to the pharmaceutical industry
Experience with big data analytics platforms or high-level ML libraries such as H2O, SageMaker, Databricks, Keras, pyTorch, TensorFlow, Theano, DSSTNE or similar
Strong oral and written communication skills
A demonstrated ability to work and collaborate in a team environment, and a willingness to mentor junior colleagues.
Desirable Skills & Experiences:
Ability to prototype analyses and algorithms in high-level languages embracing reproducible and collaborative technology platforms (e.g. GitHub, containers, jupyter notebooks)
Exposure to NLP technologies and analyses
Knowledge of some datavis technologies (ggplot2, shiny, plotly, d3, Tableau or Spotfire)
Experience with advanced ML techniques (RNN, CNN, LSTM, GRU, Genetic Algorithms, Reinforcement Learning, etc.).
Qualifications
PhD or ScD in quantitative field such as Medical Informatics, Statistics, Applied Mathematics, Computational Biology, Computer Science, Engineering or related field with 3 years of industry or academic experience
Relevant Master’s Degree, with 5+ years of related industry experience
At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.",3.7,"Sanofi
3.7",Mumbai,"Paris, France",10000+ employees,1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹500+ billion (INR),"Pfizer, GlaxoSmithKline"
Cloud Operations Engineer II,-1,"JOB DESCRIPTION

Department: Network Operations Center

Location – Noida

Experience Required:
2- 4 years.

Description: The NOC Network Operations Engineer has the responsibility of monitoring the network, servers, applications, and any telecommunications device in the company datacenter. Moment the system malfunctions and throws the alarm then the NOC L1 engineers will have to quickly do a sanity check and validate if the alarm can be cleared immediately. If the issue cannot be fixed, then he needs to escalate the case immediately to the respective support teams. L1 engineer interacts frequently with technical support team, service providers, clients and internal users so it is very important that he is clear and concise in his communication. He also works very closely with the Engineering team and as such need to develop a good all-round understanding of systems and networks. He should be able to multi-task and priorities work appropriately.

DUTIES AND RESPONSIBILITIES
Incident Management which will include acknowledging, updating, categorizing, assigning, and resolving tickets as per the SLA’s.
Ensure timely resolution of trouble tickets.
Run diagnostic tests and use specialized tools to detect job malfunctions, perform first tier trouble-shooting and alarm validation
Monitoring of cloud based applications and should be able to provide first level of support on any PAAS or SAAS environment.
Controlling consistency and integrity monitoring and health checks of the operating system and applications.
Ensure timely follow up with customers via e-mails or phone calls.
Job will include close interaction with L2 and L3 teams on various incidents to identify initial level of troubleshooting.
Monitoring of alerts and assigning them to the concerned team so that they can be resolved ASAP.
Performing health checks of the devices like network gears, DB servers, applications etc.
Should be able to raise the alarm on Sev 1 and Sev 2 Incidents.
Working with 3rd party vendors for 1st level troubleshooting
Will be working in 24 by 7 environment including public holidays.
KNOWLEDGE, SKILLS, AND ABILITIES REQUIRED:

Strong Knowledge on Windows administration and troubleshooting skills
Basic knowledge of Monitoring tools like SolarWinds, Nagios Zenoss, Splunk etc
Candidate should have hands on experience in supporting any enterprise level application.
Understanding of VMware technologies.
Should be ITIL V3 certified and possess good knowledge of Incident Management process
Any technical certification on cisco, VMware or Linux will be an added advantage.
Experience in data center or network operations with HA (high availability) and/ or 24X7 service level objectives desirable, or in a Service Desk/Call Center with 24x7 operations.
Knowledge in SQL or any database will be an added advantage to understand the environment quickly.
Excellent Communication Skills.
Should have worked on ticketing tools like Service Now, BMC Remedy, Manage Engine, HPSM etc.
Should have worked on monitoring tools like Solarwinds, Nagios, Zenoss, Splunk etc.
Familiarity with two more of the following domain focus areas: Information Technology Service Management (ITSM), Enterprise Service Management (ESM), Service Desk, Help-desk, Call Center, Data Center Operations, Server Operations, and & understanding of Disaster Recovery.
Education Qualification
Bachelor’s Degree Required
ITIL Foundation Certified
CCNA/MCSE Certifications
About RMS

There’s a 1% chance an earthquake will cause $50 billion of insured loss within the next 12 months and a 5% chance that a hurricane will cause $60 billion of insured losses next year. At RMS, we turn risks into real numbers. How? By building simulation models that allow insurers and investors to understand and manage their global risks--from hurricanes, quakes, and wildfires, to cyberattacks, terror attacks, and pandemics. Why? We want to build a more resilient world, and we’re on a mission to help make every risk known.

Insurers, reinsurers, investors, financial institutions, governments, and NGOs trust RMS solutions to better understand and manage catastrophe risks. RMS was founded in 1989 by Stanford scientists who created our first model for California Earthquake. Today, RMS has some 1,300 employees across 13 offices in the US, London, Bermuda, Zurich, India, China, Japan, Singapore, and Australia, and over 1,000 products and models now covering six continents.

RMS helped pioneer the natural catastrophe model market we now lead – and we continue to innovate. In May 2019, we announced RMS Risk Intelligence™ (RI), an open-standard platform for strategic risk management. Through this purpose-built platform, clients can tap into RMS HD models, rich data layers, intuitive applications and APIs that simply integrate into existing enterprise systems to support business decisions across underwriting, risk selection, mitigation, and portfolio management.

How we understand and manage risk affects everyone and our passion is nothing less than creating a more resilient world through a better understanding of catastrophic events. Join our team of leading scientists, developers, industry experts, and world-class professionals. Together, RMSers make a difference on a truly global scale.

Visit RMS.com to learn more and follow us on LinkedIn and Twitter.

RMS is proud to be an equal opportunity workplace. We are committed to equal employment opportunity without regard to race, color, creed, gender, religion, marital status, registered domestic partner status, age, national origin or ancestry, physical or mental disability, genetic characteristics, sexual orientation, or any other classification protected by applicable local, state, or federal law.

To all recruitment agencies: RMS does not accept unsolicited agency resumes and will not be responsible for the payment of placement fees related to unsolicited resumes submitted to open positions, job aliases, or to our employees.",3.9,"Risk Management Solutions (RMS)
3.9",Noida,"Newark, CA",1001 to 5000 employees,1989,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹10 to ₹50 billion (INR),"AIR Worldwide, EQECAT, Verisk Analytics"
Data Scientist,-1,"Be part of a strong team of data scientists working on next generation of analytics platform in the domain of network monitoring and customer experience management.

The team will be a diverse team consisting of multi-disciplined experts from background like telecom, computer science, applied mathematics, statistics and machine learning.

Job requirements:
1 – 2 years of experience with Big Data technologies - Spark, Storm, Hive
1 years of hands-on experience with any statistical languages and packages (R, Matlab etc.)
Strong programming skills in any languages
Strong mathematical background, hands-on experience in statistical analysis, development of models
Knowledge of Machine Learning domain
Good written and oral communication
Ability to work independently as well as collaboratively within a team
Ph.D / Masters in computer science, applied mathematics, statistics or machine learning
Experience
3 – 6 yrs

Education
Ph.D / Masters

Location
Delhi NCR

Work-Type
Full Time

To apply send mail to hr@pinnacledigital.in with Job title as subject line",2.5,"Pinnacle Digital Analytics
2.5",New Delhi,"New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"Experience

1 to 4 years.

Roles and Responsibilities
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Qualifications
Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.
A drive to learn and master new technologies and techniques.
Technologies and tools needed
R, Python, SQL.",-1,CogniSure,Bengaluru,"Warrenville, IL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"Job Description
Managing 2 to 3 business lines Provide end to end analytical support for the given business lines with an objective of increasing marketing efficiencies / customer value Develop predictive models, behavioral segments and event triggers Build predictive models / behavioral segments / event triggers for x-sell / activation / retention / attrition control - models to meet minimum performance benchmark To be done for all product / business lines handled by the analyst Analyse portfolio for solving business problems / identifying new opportunities Work with business / campaign stakeholders to understand objective / problem statement, generate hypothesis to solve the objective / problem and run statistical analysis to validate the same Regular interaction with business / product / campaigns teams Work jointly with campaigns and business team to identify business problem, discuss analytical approach and explain the solution which has been developed Ensuring all new analytical solutions are utilized Work jointly with campaigns and business team to ensure that minimum 60% of analytical solutions developed in the FY are utilized for campaigns / on ground activities.
Seek feedback from campaigns and business which can be plugged back to the analytical solution Monitoring performance of predictive scorecards / solutions Monthly monitoring of performance of predictive scorecards / solutions and ensuring the performance is as per the internal benchmarks through regular enhancements of the solutions.

Skills
Strong logical, analytical & mathematical skills
Banking Product & Process Knowledge
Project Management Skills
Good Communication skills",3.6,"HDFC Bank
3.6",Mumbai,"Mumbai, India",10000+ employees,1995,Company - Public,Banks & Building Societies,Finance,₹500+ billion (INR),"State Bank of India, ICICI Bank, Axis Bank"
Lead Data Scientist,-1,"Lead Data Scientist

31st January 2020

By Nalini Hire

In

/

vPhrase Analytics Solutions Pvt. Ltd.

Published

15th April 2020

Location

Pune, India

Category

Engineering

Job Type

Full-time

Description

About vPhrase

vPhrase helps make data easier to understand by explaining the insights in words, using AI. The company's patent-pending platform, Phrazor, analyses data, derives insights and then communicates those insights, in words, in multiple languages.

Role Overview

As a lead data scientist at vPhrase, you would be responsible for developing, testing and maintaining our data models in production. These models would power analytical and decision modules of our product’s AI engine. The candidate is also expected to lead the research team.

Requirements
Phd./Masters/Bachelors in Statistics, Computer Science, Economics or a related field with at least 8 years of experience.
The candidate should have directly led a team in some capacity.
Deep understanding of machine learning models, data analytics tools and deep learning frameworks.
Background in Natural Language Processing (NLP) and text analytics is a must.
Experience implementing and maintaining at least one NLP based feature into production.
Deep understanding of Natural Language Processing (NLP), intelligent search and text analytics.
Ability to handle large and complex structured as-well-as unstructured datasets.
Ability to perform independent research across various domains of analytics.
Proficiency working in Python/R and SQL.
Key Responsibilities
Working closely with our product teams to power intelligence in our AI product.
Designing and implementing products related to intelligent search, natural language processing and analytics.
Designing own experiments and developing new methodologies for analysis as per business goals.
Finding possible problems, exploring different approaches and arriving at solutions that enhances our analytical modules.
Building data models and maintaining them in testing as well as production environments.
Benefits

Being part of a startup that’s turning out to be a game-changer, you will be blessed with:
A young and energetic workplace where new ideas are always welcome. The crazier, the better.
Freedom to try new things; failure is not censured.
Casual dress code
5 day work week. Yes, Sat-Sun off
No over-time, proper work-life balance
Take-it-when-you-need-it vacation
Above all, we as a team devote one day every month to volunteer for social causes close to our hearts.

Apply

Apply

Your name *

Your e-mail address *

Your phone number *

Total Work Experience *

Current CTC *
(In Rs.)

Expected CTC *
(In Rs.)

Notice Period *
(In months)

Linkedin Profile Link *

Relocation *
Confirm that you are willing to relocate to the job location

Covering Letter *

Your CV *
Drop files here

browse files ...

Captcha

Captcha *

Tweet

Related

NLP/NLQ Engineer


About vPhrase vPhrase helps make data easier to understand by explaining the insights in words, using AI. The company's patent-pending platform, Phrazor, analyses data, derives insights and then communicates those insights, in words, in multiple languages. Role Overview We are looking for an experienced NLP/NLQ engineer who has worked on…
Solutions Consultant - BI/MIS reporting - Pharmaceuticals Industry


Role Overview The Solutions Consultant will act as a trusted advisor to our customers while adding industry and function specific breadth to our product. Our product team heavily relies on providing clients with industry/vertical and market knowledge to provide the best service to its clients in analytics, BI and reporting.…
Technical Architect (Product)


About vPhrase vPhrase helps make data easier to understand by explaining the insights in words, using AI. The company's patent pending platform, Phrazor, analyses data, derives insights and then communicates those insights, in words, in multiple languages. Role Overview We are looking for a Technical Architect for our Product(Phrazor) with…

NLP/NLQ Engineer

Sales Director",4.4,"vPhrase
4.4",Pune,"Mumbai, India",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,-1,"Description
BizViz provides a 360 degree view of a business's data, serving any vertical and meeting the demanding needs of all business executives. With a 50+ strong team building the BizViz platform over several years, it is targeted at creating technological solutions that will give our customers the edge they need to succeed.

We strongly believe that our success lies in the success of our customers. We aim to build applications the way they envisioned, keeping each business' unique ideas and requirements in mind. We offer businesses a better alternative to using standard cookie-cutter ERP templates.

Job Summary
Design and execute statistical analysis, modeling, and simulation efforts for clients that lead to actionable decisions affecting operations. Analyze data sets to summarize, identify trends, predict future states, and characterize uncertainty. Author complex written products documenting study results. Apply analytical approaches using statistical programming languages, including Python, SAS, and R. Work closely with teammates from non-mathematical disciplines to ensure that operational strategies are considered in the context of applying statistical theory. Use statistical theory on modeling, simulation, and data analysis to deliver measurable improvements to organizational policies and programs.

Responsibilities
Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives
As part of ongoing work and interaction with the broader team, identify new opportunities to use modeling and advanced analytics to drive business value
High Proficiency in SQL
Expertise in applied statistics.
Able to translate business objectives into actionable analyses.
Able to communicate findings clearly to both technical and non-technical audiences
Expertise in at least one statistical software package such as SAS or Python and R
Experience with machine learning algorithms and predictive analytics
Natural curiosity to enjoy diving deep into the material to find answers to yet unknown questions.
Demonstrated ability to perform comfortably in a fast-paced work environment
Education, Experience, Skills and Abilities Required for Consideration as a Candidate:
PhD or MSC in a quantitative discipline: Statistics, Applied Mathematics, Operations Research, etc.
3+ years of experience in using statistical and data mining techniques to solve real business problems

Minimum of 3 years of experience in any one of the following:
Machine Learning
Data Mining
Predictive analysis
R & Python or SAS.
Passion for problem-solving, developing creative solutions, and continuous learning.
Experience in at least one of the following domain - Retail, Healthcare & Education.
Location
Bangalore & Hyderabad.",3.0,"BDB
3.0",Bengaluru,"London, United Kingdom",51 to 200 employees,1993,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"Location:
Defence Colony, New Delhi

Job Purpose Summary:
Responsible for driving Mahajan Imaging's new focus on medical informatics and data analytics:
Preferably well aquainted with SQL based PACS and Hospital Information Systems.
Putting medical reports and images into an easily searchable structured format for clinical research and scientific purposes.
Responsible for pulling relevant information from company databases.
Would have access to high-end servers and other equipment.
Would have opportunity to work with leading medical imaging companies and universities.",4.0,"Mahajan Imaging
4.0",New Delhi,"New Delhi , India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
